Time,Elgeseter,Innherredsveien,Jernbanebrua,Strindheim,Bakkekirke,Moholtlia,Grillstadtunnelen,Oslovegen
2019-05-25 06:00:00,366,103,103,124,83,436,391,230
2019-05-25 07:00:00,449,125,127,193,137,646,604,288
2019-05-25 08:00:00,636,244,174,327,233,1079,919,423
2019-05-25 09:00:00,863,317,233,470,391,1312,1139,560
2019-05-25 10:00:00,1092,430,339,600,434,1782,1285,773
2019-05-25 11:00:00,1182,510,380,702,553,2148,1421,790
2019-05-25 12:00:00,1210,599,441,742,622,2145,1460,926
2019-05-25 13:00:00,1351,591,446,775,644,2199,1479,916
2019-05-25 14:00:00,1377,607,458,866,633,1943,1468,894
2019-05-25 15:00:00,1221,527,374,759,636,1670,1351,786
2019-05-25 16:00:00,1165,529,314,693,606,1478,1336,806
2019-05-25 17:00:00,1062,534,289,566,557,1283,1125,763
2019-05-25 18:00:00,810,477,241,404,489,1060,930,550
2019-05-25 19:00:00,799,314,229,364,436,822,736,410
2019-05-25 20:00:00,806,259,189,297,305,515,574,329
2019-05-25 21:00:00,610,274,218,226,337,428,430,262
2019-05-25 22:00:00,518,297,132,256,410,326,290,216
2019-05-25 23:00:00,463,289,119,179,414,248,223,173
2019-05-26 00:00:00,475,246,104,222,381,218,190,163
2019-05-26 01:00:00,486,306,99,202,447,143,165,103
2019-05-26 02:00:00,296,198,58,109,315,130,155,80
2019-05-26 03:00:00,133,89,34,49,127,117,114,35
2019-05-26 04:00:00,93,44,15,25,57,45,65,19
2019-05-26 05:00:00,159,44,40,35,48,100,140,62
2019-05-26 06:00:00,324,74,94,83,66,244,238,96
2019-05-26 07:00:00,237,70,68,66,67,283,366,148
2019-05-26 08:00:00,425,125,117,167,147,537,553,258
2019-05-26 09:00:00,682,198,155,234,235,733,798,445
2019-05-26 10:00:00,790,388,225,221,308,923,967,590
2019-05-26 11:00:00,986,382,278,441,391,1268,1160,682
2019-05-26 12:00:00,1045,406,267,523,441,1519,1239,811
2019-05-26 13:00:00,1211,402,309,573,449,1554,1396,877
2019-05-26 14:00:00,1291,459,320,722,484,1627,1476,962
2019-05-26 15:00:00,1054,440,304,655,451,1672,1635,899
2019-05-26 16:00:00,1062,406,263,604,470,1571,1726,828
2019-05-26 17:00:00,1059,436,260,539,456,1472,1560,881
2019-05-26 18:00:00,817,379,221,497,410,1402,1459,791
2019-05-26 19:00:00,828,324,255,386,389,1011,1150,633
2019-05-26 20:00:00,692,261,154,299,311,732,770,432
2019-05-26 21:00:00,572,249,176,278,247,632,573,353
2019-05-26 22:00:00,319,167,136,150,192,341,396,175
2019-05-26 23:00:00,134,100,49,64,129,190,216,85
2019-05-27 00:00:00,97,51,46,27,96,111,191,62
2019-05-27 01:00:00,57,48,18,23,79,55,51,35
2019-05-27 02:00:00,58,33,26,14,55,76,57,30
2019-05-27 03:00:00,68,27,26,37,31,173,161,69
2019-05-27 04:00:00,160,58,72,97,39,561,555,178
2019-05-27 05:00:00,809,190,157,393,188,1862,1762,868
2019-05-27 06:00:00,1744,432,430,759,454,3051,2621,1274
2019-05-27 07:00:00,1836,489,507,758,631,3136,2076,1122
2019-05-27 08:00:00,1543,372,374,648,489,2132,1439,841
2019-05-27 09:00:00,1585,413,354,607,499,1963,1124,868
2019-05-27 10:00:00,1599,413,389,729,512,1933,1314,839
2019-05-27 11:00:00,1661,466,405,714,536,2007,1271,886
2019-05-27 12:00:00,1724,502,409,751,580,2184,1325,905
2019-05-27 13:00:00,1888,529,465,900,605,2571,1601,1045
2019-05-27 14:00:00,2041,673,592,1464,769,3279,2388,1325
2019-05-27 15:00:00,1717,640,517,1349,739,2924,2063,1111
2019-05-27 16:00:00,1247,507,362,783,551,2230,1670,931
2019-05-27 17:00:00,1150,481,322,661,500,1914,1386,844
2019-05-27 18:00:00,870,405,248,598,416,1775,1190,832
2019-05-27 19:00:00,799,361,226,451,386,1351,967,719
2019-05-27 20:00:00,758,314,215,391,303,1080,809,520
2019-05-27 21:00:00,579,233,214,284,261,683,474,397
2019-05-27 22:00:00,303,153,139,145,176,305,294,132
2019-05-27 23:00:00,128,70,41,53,102,139,162,75
2019-05-28 00:00:00,66,16,40,41,50,65,74,29
2019-05-28 01:00:00,46,38,15,18,65,61,75,29
2019-05-28 02:00:00,49,34,13,18,46,85,72,20
2019-05-28 03:00:00,60,33,26,38,37,163,136,53
2019-05-28 04:00:00,162,55,83,114,50,591,450,153
2019-05-28 05:00:00,788,205,146,384,157,1688,1633,866
2019-05-28 06:00:00,1756,419,405,807,494,2815,2532,1275
2019-05-28 07:00:00,1854,534,509,821,623,2593,1957,1092
2019-05-28 08:00:00,1642,391,366,629,528,1955,1370,842
2019-05-28 09:00:00,1578,394,353,655,482,1914,1213,860
2019-05-28 10:00:00,1632,413,363,692,570,1885,1174,799
2019-05-28 11:00:00,1727,463,412,703,541,2026,1275,919
2019-05-28 12:00:00,1776,514,441,773,569,2290,1397,946
2019-05-28 13:00:00,1886,503,464,952,617,2898,1727,1139
2019-05-28 14:00:00,1998,685,585,1531,760,3796,2490,1356
2019-05-28 15:00:00,1879,663,518,1277,746,3134,2146,1185
2019-05-28 16:00:00,1340,519,370,814,594,2060,1619,967
2019-05-28 17:00:00,1226,477,330,697,525,1804,1415,921
2019-05-28 18:00:00,1028,463,265,638,450,1681,1295,856
2019-05-28 19:00:00,918,431,238,538,438,1425,1081,721
2019-05-28 20:00:00,843,371,250,450,392,1108,912,539
2019-05-28 21:00:00,653,240,243,340,286,757,572,403
2019-05-28 22:00:00,284,146,135,156,184,295,280,163
2019-05-28 23:00:00,161,74,53,54,123,156,159,70
2019-05-29 00:00:00,91,37,35,34,98,97,144,36
2019-05-29 01:00:00,64,54,18,18,83,63,65,30
2019-05-29 02:00:00,64,43,30,26,69,76,106,30
2019-05-29 03:00:00,80,38,25,32,42,181,170,53
2019-05-29 04:00:00,151,57,72,104,48,494,416,125
2019-05-29 05:00:00,808,209,231,361,195,2235,1611,842
2019-05-29 06:00:00,1714,426,508,769,520,4079,2525,1322
2019-05-29 07:00:00,1807,544,455,803,696,3194,1994,1104
2019-05-29 08:00:00,1603,411,407,664,538,2133,1360,817
2019-05-29 09:00:00,1736,369,400,700,546,2148,1273,837
2019-05-29 10:00:00,1558,479,440,766,586,2231,1242,833
2019-05-29 11:00:00,1831,505,448,791,563,2439,1422,989
2019-05-29 12:00:00,1695,524,491,863,608,2636,1529,1057
2019-05-29 13:00:00,1925,611,529,1112,682,3239,2106,1224
2019-05-29 14:00:00,2002,742,643,1651,888,2954,2748,1429
2019-05-29 15:00:00,1970,760,606,1496,880,2434,2248,1234
2019-05-29 16:00:00,1393,582,454,937,633,2144,2043,1154
2019-05-29 17:00:00,1103,536,338,803,514,1790,1669,990
2019-05-29 18:00:00,921,485,284,640,479,1650,1515,900
2019-05-29 19:00:00,877,417,265,538,456,1277,1296,707
2019-05-29 20:00:00,753,309,200,375,347,914,901,490
2019-05-29 21:00:00,649,257,224,289,313,692,621,365
2019-05-29 22:00:00,476,236,176,257,328,415,441,289
2019-05-29 23:00:00,320,174,74,150,296,229,219,161
2019-05-30 00:00:00,256,162,65,137,292,172,191,104
2019-05-30 01:00:00,281,203,35,99,288,89,103,53
2019-05-30 02:00:00,162,107,30,64,226,69,71,63
2019-05-30 03:00:00,67,51,22,43,91,122,127,37
2019-05-30 04:00:00,71,50,25,32,45,138,149,34
2019-05-30 05:00:00,206,49,60,66,43,257,298,110
2019-05-30 06:00:00,434,69,148,104,55,377,393,152
2019-05-30 07:00:00,332,99,88,121,74,442,499,175
2019-05-30 08:00:00,382,131,135,176,142,551,624,308
2019-05-30 09:00:00,513,208,118,257,237,872,954,488
2019-05-30 10:00:00,715,281,203,330,279,1127,1087,600
2019-05-30 11:00:00,882,346,210,391,382,1345,1207,734
2019-05-30 12:00:00,939,448,268,525,440,1363,1191,742
2019-05-30 13:00:00,1151,418,286,604,507,1437,1356,743
2019-05-30 14:00:00,1231,403,287,575,488,1253,1260,685
2019-05-30 15:00:00,879,388,277,521,510,1157,1214,704
2019-05-30 16:00:00,1114,456,303,513,560,1201,1132,683
2019-05-30 17:00:00,914,368,256,447,497,1169,998,639
2019-05-30 18:00:00,805,366,236,395,439,994,937,568
2019-05-30 19:00:00,811,340,197,412,421,846,721,439
2019-05-30 20:00:00,681,262,163,300,337,680,602,378
2019-05-30 21:00:00,587,233,167,229,287,538,449,310
2019-05-30 22:00:00,396,197,127,187,251,296,288,151
2019-05-30 23:00:00,170,107,57,78,210,158,157,93
2019-05-31 00:00:00,124,85,51,45,154,119,99,59
2019-05-31 01:00:00,97,73,17,35,157,64,70,47
2019-05-31 02:00:00,68,57,14,25,98,86,75,37
2019-05-31 03:00:00,68,32,21,26,42,107,95,49
2019-05-31 04:00:00,128,43,38,53,40,282,239,105
2019-05-31 05:00:00,531,126,115,204,131,1103,911,486
2019-05-31 06:00:00,1253,299,292,420,369,2057,1410,742
2019-05-31 07:00:00,1241,368,333,475,427,1783,1249,706
2019-05-31 08:00:00,1303,346,293,542,487,1428,1198,711
2019-05-31 09:00:00,1388,462,360,650,512,1711,1323,831
2019-05-31 10:00:00,1513,474,432,720,624,2125,1504,833
2019-05-31 11:00:00,1637,579,479,855,710,2480,1577,1003
2019-05-31 12:00:00,1658,582,494,901,672,2575,1698,1001
2019-05-31 13:00:00,1901,698,578,1031,790,2821,1861,1106
2019-05-31 14:00:00,1935,789,597,1275,898,3118,2019,1149
2019-05-31 15:00:00,1436,717,544,1104,756,2584,1832,944
2019-05-31 16:00:00,1243,584,404,717,638,1919,1513,775
2019-05-31 17:00:00,1065,483,328,596,583,1487,1171,668
2019-05-31 18:00:00,789,435,257,489,459,1211,931,550
2019-05-31 19:00:00,892,387,210,371,454,845,721,423
2019-05-31 20:00:00,670,288,185,241,322,603,542,309
2019-05-31 21:00:00,649,255,163,251,333,444,393,253
2019-05-31 22:00:00,453,185,122,199,315,322,326,203
2019-05-31 23:00:00,352,173,93,124,313,217,197,136
2019-06-01 00:00:00,259,161,81,84,334,144,121,92
2019-06-01 01:00:00,278,222,54,110,348,118,102,60
2019-06-01 02:00:00,171,125,33,63,205,127,116,48
2019-06-01 03:00:00,79,55,25,33,70,117,104,36
2019-06-01 04:00:00,84,28,32,29,50,133,130,51
2019-06-01 05:00:00,193,64,49,51,53,220,224,102
2019-06-01 06:00:00,360,97,88,68,81,377,303,148
2019-06-01 07:00:00,371,131,101,157,131,528,477,265
2019-06-01 08:00:00,578,222,145,284,247,900,811,385
2019-06-01 09:00:00,795,275,196,418,360,1337,1004,576
2019-06-01 10:00:00,991,400,288,541,468,1614,1140,741
2019-06-01 11:00:00,1126,491,365,629,502,1754,1306,730
2019-06-01 12:00:00,1148,486,368,646,523,1842,1272,819
2019-06-01 13:00:00,1302,511,440,656,609,1870,1329,860
2019-06-01 14:00:00,1261,551,403,727,604,1677,1282,776
2019-06-01 15:00:00,1086,488,351,643,601,1460,1210,704
2019-06-01 16:00:00,1075,507,313,606,562,1196,1163,722
2019-06-01 17:00:00,967,463,270,514,511,1113,1027,702
2019-06-01 18:00:00,774,396,215,387,456,900,974,556
2019-06-01 19:00:00,686,355,193,318,410,699,647,436
2019-06-01 20:00:00,522,207,167,167,260,413,467,264
2019-06-01 21:00:00,489,210,128,140,291,359,307,210
2019-06-01 22:00:00,634,326,204,283,430,403,359,303
2019-06-01 23:00:00,539,258,152,223,511,305,296,175
2019-06-02 00:00:00,494,245,90,221,459,194,190,119
2019-06-02 01:00:00,477,294,75,218,378,129,178,122
2019-06-02 02:00:00,380,212,55,133,266,141,183,84
2019-06-02 03:00:00,146,131,22,53,177,100,100,47
2019-06-02 04:00:00,102,46,19,19,73,68,86,32
2019-06-02 05:00:00,176,48,38,32,60,111,139,54
2019-06-02 06:00:00,282,56,82,77,55,168,185,90
2019-06-02 07:00:00,234,62,59,73,55,210,273,103
2019-06-02 08:00:00,365,91,96,140,137,363,445,202
2019-06-02 09:00:00,604,179,159,214,227,557,663,392
2019-06-02 10:00:00,728,252,192,270,294,765,891,508
2019-06-02 11:00:00,870,301,226,363,336,1106,1085,649
2019-06-02 12:00:00,998,377,245,486,414,1382,1252,724
2019-06-02 13:00:00,969,388,302,548,462,1604,1539,889
2019-06-02 14:00:00,1038,386,363,732,471,1698,1741,891
2019-06-02 15:00:00,1036,401,247,611,464,1780,1748,888
2019-06-02 16:00:00,913,418,270,563,479,1658,1893,901
2019-06-02 17:00:00,1014,462,291,572,445,1783,1788,864
2019-06-02 18:00:00,820,386,221,517,443,1753,1513,834
2019-06-02 19:00:00,909,320,259,484,414,1341,1153,648
2019-06-02 20:00:00,690,345,202,338,320,997,912,480
2019-06-02 21:00:00,538,221,190,214,244,708,670,347
2019-06-02 22:00:00,298,136,134,150,209,337,376,153
2019-06-02 23:00:00,136,86,53,51,134,202,232,87
2019-06-03 00:00:00,73,48,28,23,142,86,110,49
2019-06-03 01:00:00,54,53,19,18,106,67,79,30
2019-06-03 02:00:00,44,42,14,13,66,59,47,39
2019-06-03 03:00:00,55,34,23,40,39,169,183,63
2019-06-03 04:00:00,155,46,46,91,45,527,524,148
2019-06-03 05:00:00,777,189,152,399,173,2055,1756,854
2019-06-03 06:00:00,1779,405,397,787,475,3302,2650,1257
2019-06-03 07:00:00,1848,486,507,712,602,2599,2133,1102
2019-06-03 08:00:00,1615,392,431,639,500,1716,1498,823
2019-06-03 09:00:00,1606,402,384,661,546,1649,1305,820
2019-06-03 10:00:00,1536,448,391,652,494,1712,1355,806
2019-06-03 11:00:00,1616,462,446,664,531,2015,1143,891
2019-06-03 12:00:00,1670,489,431,762,581,2401,1392,981
2019-06-03 13:00:00,1942,527,454,920,618,2633,1660,1104
2019-06-03 14:00:00,2113,693,657,1497,788,3486,2536,1288
2019-06-03 15:00:00,1582,596,511,1363,691,2476,2048,1146
2019-06-03 16:00:00,1245,484,347,766,547,2025,1557,1000
2019-06-03 17:00:00,1098,473,329,692,460,1714,1397,867
2019-06-03 18:00:00,864,397,265,545,433,1407,1164,840
2019-06-03 19:00:00,860,403,227,519,417,1314,993,693
2019-06-03 20:00:00,785,309,226,412,352,1033,814,571
2019-06-03 21:00:00,601,205,224,291,254,689,611,418
2019-06-03 22:00:00,283,162,144,163,188,317,306,173
2019-06-03 23:00:00,142,91,54,61,123,143,144,50
2019-06-04 00:00:00,74,43,39,36,87,79,86,26
2019-06-04 01:00:00,59,38,18,19,91,77,76,37
2019-06-04 02:00:00,46,35,33,16,55,55,61,25
2019-06-04 03:00:00,54,31,31,32,45,168,155,57
2019-06-04 04:00:00,167,49,79,88,40,469,465,155
2019-06-04 05:00:00,764,164,143,373,177,1883,1650,848
2019-06-04 06:00:00,1829,432,391,806,443,3243,2547,1240
2019-06-04 07:00:00,1871,540,496,803,668,2450,1945,1073
2019-06-04 08:00:00,1598,394,388,636,541,1561,1348,817
2019-06-04 09:00:00,1705,412,401,626,544,1796,1185,841
2019-06-04 10:00:00,1631,438,413,650,514,1755,1214,888
2019-06-04 11:00:00,1708,521,422,754,573,1915,1225,929
2019-06-04 12:00:00,1746,491,420,752,614,2111,1356,907
2019-06-04 13:00:00,1984,542,497,972,654,2670,1737,1138
2019-06-04 14:00:00,2079,715,603,1514,774,3067,2506,1388
2019-06-04 15:00:00,1618,605,481,1194,747,2431,1917,1197
2019-06-04 16:00:00,1354,557,422,766,556,1874,1529,1003
2019-06-04 17:00:00,1165,527,327,674,515,1840,1374,1021
2019-06-04 18:00:00,959,469,278,678,488,1571,1426,899
2019-06-04 19:00:00,889,419,270,598,442,1168,1063,720
2019-06-04 20:00:00,836,322,190,428,348,929,833,559
2019-06-04 21:00:00,651,258,265,350,305,764,662,384
2019-06-04 22:00:00,364,192,146,168,210,363,361,167
2019-06-04 23:00:00,140,90,72,88,144,133,129,65
2019-06-05 00:00:00,89,57,33,36,110,79,76,40
2019-06-05 01:00:00,56,59,20,16,108,55,64,32
2019-06-05 02:00:00,63,34,24,20,75,69,63,37
2019-06-05 03:00:00,67,25,19,31,42,145,156,49
2019-06-05 04:00:00,165,56,51,82,38,528,491,140
2019-06-05 05:00:00,794,194,147,369,179,2247,1661,833
2019-06-05 06:00:00,1761,398,368,724,470,3922,2319,1282
2019-06-05 07:00:00,1810,484,505,824,589,3052,1993,1119
2019-06-05 08:00:00,1548,381,368,607,512,2129,1344,844
2019-06-05 09:00:00,1680,426,396,628,512,2100,1221,764
2019-06-05 10:00:00,1704,447,387,655,520,2035,1286,873
2019-06-05 11:00:00,1629,485,457,726,554,1883,1334,909
2019-06-05 12:00:00,1686,482,441,833,591,2072,1429,988
2019-06-05 13:00:00,1974,587,517,1006,688,3088,1835,1099
2019-06-05 14:00:00,2227,678,639,1547,807,3841,2553,1365
2019-06-05 15:00:00,1697,636,577,1279,777,3060,1996,1173
2019-06-05 16:00:00,1491,503,429,825,601,2095,1665,1032
2019-06-05 17:00:00,1130,507,392,690,431,1743,1402,994
2019-06-05 18:00:00,1050,483,337,655,483,1902,1340,905
2019-06-05 19:00:00,918,470,324,597,488,1679,1065,721
2019-06-05 20:00:00,846,353,216,454,411,1245,908,579
2019-06-05 21:00:00,753,275,319,326,383,875,106,386
2019-06-05 22:00:00,394,217,178,171,263,402,1,175
2019-06-05 23:00:00,165,104,79,84,188,164,4,81
2019-06-06 00:00:00,140,68,57,41,185,136,2,38
2019-06-06 01:00:00,108,71,20,29,155,73,2,27
2019-06-06 02:00:00,73,47,33,34,76,83,2,31
2019-06-06 03:00:00,81,33,32,42,45,158,6,66
2019-06-06 04:00:00,160,51,55,87,41,451,431,147
2019-06-06 05:00:00,766,200,161,382,174,2120,1522,798
2019-06-06 06:00:00,1739,393,415,752,503,3286,2486,1278
2019-06-06 07:00:00,1839,502,499,752,606,2527,1994,1064
2019-06-06 08:00:00,1565,393,373,639,536,1623,1240,862
2019-06-06 09:00:00,1617,400,396,598,512,1898,1224,841
2019-06-06 10:00:00,1694,437,430,694,560,1779,1260,896
2019-06-06 11:00:00,1748,459,444,751,627,1922,1283,942
2019-06-06 12:00:00,1861,525,404,802,584,2919,1424,1024
2019-06-06 13:00:00,1977,586,501,1101,644,4449,1961,1266
2019-06-06 14:00:00,2132,692,640,1625,748,5542,2550,1380
2019-06-06 15:00:00,1685,661,493,1256,742,4505,2177,1193
2019-06-06 16:00:00,1370,536,409,785,567,3591,1752,1101
2019-06-06 17:00:00,1203,485,335,675,541,2365,1438,961
2019-06-06 18:00:00,1083,519,326,659,543,2060,1411,971
2019-06-06 19:00:00,934,398,248,531,421,1606,1134,734
2019-06-06 20:00:00,907,349,258,427,422,1208,948,589
2019-06-06 21:00:00,738,273,372,348,328,999,724,372
2019-06-06 22:00:00,459,225,280,216,336,553,443,227
2019-06-06 23:00:00,278,144,127,124,286,235,251,115
2019-06-07 00:00:00,194,93,80,60,236,149,143,60
2019-06-07 01:00:00,151,84,43,49,207,89,47,35
2019-06-07 02:00:00,104,59,42,30,121,127,1,44
2019-06-07 03:00:00,66,47,51,50,55,161,1,53
2019-06-07 04:00:00,179,48,79,78,56,498,175,152
2019-06-07 05:00:00,735,200,187,326,183,2010,1490,744
2019-06-07 06:00:00,1683,385,390,714,465,3930,2388,1262
2019-06-07 07:00:00,1776,512,485,697,644,3205,1959,1111
2019-06-07 08:00:00,1589,382,369,647,563,2272,1351,867
2019-06-07 09:00:00,1729,418,422,674,576,2427,1396,912
2019-06-07 10:00:00,1898,513,451,776,646,2501,1552,947
2019-06-07 11:00:00,1774,553,493,812,708,2743,1692,1046
2019-06-07 12:00:00,1952,611,551,946,715,2754,1684,1128
2019-06-07 13:00:00,2086,602,587,1200,772,2782,2337,1287
2019-06-07 14:00:00,2060,805,656,1511,928,2835,2755,1305
2019-06-07 15:00:00,1868,776,623,1331,965,2267,2343,1125
2019-06-07 16:00:00,1354,548,413,815,638,2320,2083,974
2019-06-07 17:00:00,1112,496,347,589,542,1743,1534,765
2019-06-07 18:00:00,858,452,278,484,508,1297,1275,673
2019-06-07 19:00:00,812,394,249,383,423,1069,953,498
2019-06-07 20:00:00,692,289,204,282,332,743,735,379
2019-06-07 21:00:00,621,237,223,262,337,557,564,274
2019-06-07 22:00:00,535,241,189,219,353,392,379,204
2019-06-07 23:00:00,349,203,111,160,387,242,262,131
2019-06-08 00:00:00,327,193,84,142,406,165,159,94
2019-06-08 01:00:00,321,213,73,118,420,114,130,76
2019-06-08 02:00:00,186,131,50,60,224,140,115,41
2019-06-08 03:00:00,90,65,30,46,93,112,120,42
2019-06-08 04:00:00,80,31,37,34,43,130,148,37
2019-06-08 05:00:00,153,49,56,47,71,174,198,91
2019-06-08 06:00:00,355,86,121,100,89,375,339,181
2019-06-08 07:00:00,332,128,108,147,143,561,480,280
2019-06-08 08:00:00,572,207,160,311,259,969,874,417
2019-06-08 09:00:00,842,302,231,445,310,1337,1154,556
2019-06-08 10:00:00,1178,404,268,557,490,1854,1292,741
2019-06-08 11:00:00,1151,464,301,586,498,1939,1284,757
2019-06-08 12:00:00,1195,528,342,666,572,1952,1250,719
2019-06-08 13:00:00,1236,570,354,680,559,1877,1196,775
2019-06-08 14:00:00,1163,518,356,649,589,1733,1183,741
2019-06-08 15:00:00,1067,599,301,619,621,1712,1112,762
2019-06-08 16:00:00,979,471,252,414,540,1306,984,693
2019-06-08 17:00:00,775,430,192,390,483,1256,849,572
2019-06-08 18:00:00,675,354,210,291,466,854,759,480
2019-06-08 19:00:00,663,329,194,310,468,734,617,435
2019-06-08 20:00:00,640,255,167,214,346,654,550,332
2019-06-08 21:00:00,639,287,144,195,354,555,428,259
2019-06-08 22:00:00,517,290,135,205,448,308,284,205
2019-06-08 23:00:00,443,235,126,191,480,253,251,209
2019-06-09 00:00:00,385,269,98,203,447,193,213,134
2019-06-09 01:00:00,439,310,67,192,405,135,159,73
2019-06-09 02:00:00,323,196,65,113,350,119,159,49
2019-06-09 03:00:00,129,86,25,49,143,102,119,41
2019-06-09 04:00:00,76,58,28,23,93,51,78,25
2019-06-09 05:00:00,139,38,32,34,69,80,94,49
2019-06-09 06:00:00,320,49,100,50,54,219,182,84
2019-06-09 07:00:00,206,62,57,73,62,184,222,123
2019-06-09 08:00:00,297,123,101,151,140,380,377,202
2019-06-09 09:00:00,584,150,125,186,212,583,598,379
2019-06-09 10:00:00,709,241,157,269,260,848,718,495
2019-06-09 11:00:00,806,300,193,317,313,1047,917,561
2019-06-09 12:00:00,880,366,248,432,379,1141,962,658
2019-06-09 13:00:00,1035,414,236,445,444,1298,1133,696
2019-06-09 14:00:00,963,341,266,465,464,1232,1186,680
2019-06-09 15:00:00,894,384,249,419,442,1167,1173,660
2019-06-09 16:00:00,921,397,241,484,468,1253,1212,616
2019-06-09 17:00:00,797,421,233,436,506,1117,1066,600
2019-06-09 18:00:00,707,337,181,372,432,910,970,532
2019-06-09 19:00:00,759,309,192,324,405,710,810,415
2019-06-09 20:00:00,639,236,137,256,328,655,616,336
2019-06-09 21:00:00,525,255,148,197,324,403,418,246
2019-06-09 22:00:00,416,205,90,184,352,313,420,194
2019-06-09 23:00:00,238,189,65,108,341,188,193,105
2019-06-10 00:00:00,203,138,34,86,313,132,113,68
2019-06-10 01:00:00,196,148,20,93,265,98,91,41
2019-06-10 02:00:00,124,117,19,35,202,47,44,31
2019-06-10 03:00:00,66,56,21,21,97,54,68,32
2019-06-10 04:00:00,53,34,20,16,52,79,103,34
2019-06-10 05:00:00,182,33,43,51,49,186,227,86
2019-06-10 06:00:00,389,69,113,86,64,301,321,131
2019-06-10 07:00:00,392,69,96,110,74,263,360,149
2019-06-10 08:00:00,339,138,122,157,163,406,562,215
2019-06-10 09:00:00,470,198,164,234,215,634,793,353
2019-06-10 10:00:00,657,250,193,284,267,832,971,524
2019-06-10 11:00:00,823,322,256,402,389,1032,1128,623
2019-06-10 12:00:00,916,370,296,497,420,1362,1300,770
2019-06-10 13:00:00,1166,423,282,572,430,1805,1600,945
2019-06-10 14:00:00,1210,452,343,675,487,2099,1759,979
2019-06-10 15:00:00,1017,447,296,628,466,2077,1862,976
2019-06-10 16:00:00,1011,408,303,620,504,2198,1907,913
2019-06-10 17:00:00,922,397,258,569,428,1946,1775,898
2019-06-10 18:00:00,779,386,229,468,438,1548,1421,713
2019-06-10 19:00:00,889,351,233,472,412,1383,1247,683
2019-06-10 20:00:00,709,281,187,365,363,1007,903,508
2019-06-10 21:00:00,555,201,292,244,221,747,662,367
2019-06-10 22:00:00,283,167,207,148,206,365,391,170
2019-06-10 23:00:00,108,73,68,44,103,157,179,69
2019-06-11 00:00:00,61,47,43,27,90,70,86,39
2019-06-11 01:00:00,38,25,29,9,60,49,48,37
2019-06-11 02:00:00,38,27,21,19,51,62,61,26
2019-06-11 03:00:00,66,20,36,37,22,193,183,66
2019-06-11 04:00:00,163,55,63,111,58,623,583,199
2019-06-11 05:00:00,782,196,158,394,185,2373,1742,859
2019-06-11 06:00:00,1759,412,472,757,456,4109,2610,1273
2019-06-11 07:00:00,1740,510,503,824,607,3272,2027,1121
2019-06-11 08:00:00,1670,404,415,669,539,2140,1385,832
2019-06-11 09:00:00,1817,454,444,673,517,2049,1394,834
2019-06-11 10:00:00,1747,437,411,680,587,1820,1179,885
2019-06-11 11:00:00,1758,507,409,684,615,1869,1277,911
2019-06-11 12:00:00,1861,492,421,757,631,1833,1372,983
2019-06-11 13:00:00,2004,560,436,1006,662,2332,1697,1178
2019-06-11 14:00:00,2142,774,632,1357,807,3905,2497,1345
2019-06-11 15:00:00,1743,697,505,1434,808,3243,2070,1180
2019-06-11 16:00:00,1265,504,384,800,616,2460,1701,952
2019-06-11 17:00:00,1233,464,319,731,529,2067,1470,958
2019-06-11 18:00:00,947,445,259,619,445,1821,1310,896
2019-06-11 19:00:00,834,438,247,547,415,1489,1141,723
2019-06-11 20:00:00,824,352,190,433,379,1167,944,602
2019-06-11 21:00:00,647,415,383,87,319,805,747,408
2019-06-11 22:00:00,323,285,187,4,251,361,385,239
2019-06-11 23:00:00,181,126,92,6,167,141,163,80
2019-06-12 00:00:00,95,91,51,3,141,92,100,37
2019-06-12 01:00:00,67,88,22,1,140,44,61,35
2019-06-12 02:00:00,50,69,25,1,80,90,83,36
2019-06-12 03:00:00,71,68,51,0,56,191,207,54
2019-06-12 04:00:00,166,93,87,64,55,508,584,170
2019-06-12 05:00:00,785,178,150,351,159,2150,1648,845
2019-06-12 06:00:00,1789,403,263,776,450,3899,2580,1212
2019-06-12 07:00:00,1813,506,382,850,608,2813,1966,1123
2019-06-12 08:00:00,1645,411,399,659,557,2137,1458,881
2019-06-12 09:00:00,1744,389,424,748,535,1979,1317,835
2019-06-12 10:00:00,1773,441,458,695,549,1916,1255,886
2019-06-12 11:00:00,1740,514,470,752,576,1897,1342,903
2019-06-12 12:00:00,1864,513,463,848,670,2214,1349,976
2019-06-12 13:00:00,2018,549,507,962,658,2818,1756,1172
2019-06-12 14:00:00,2100,672,609,1517,797,3140,2546,1373
2019-06-12 15:00:00,1765,644,530,1276,739,2883,2102,1177
2019-06-12 16:00:00,1367,559,412,882,597,2052,1770,1074
2019-06-12 17:00:00,1253,529,347,786,599,1942,1482,957
2019-06-12 18:00:00,1032,501,342,698,542,1801,1415,889
2019-06-12 19:00:00,886,426,223,548,431,1327,1079,755
2019-06-12 20:00:00,785,355,198,408,342,968,853,553
2019-06-12 21:00:00,752,263,439,394,329,678,6,397
2019-06-12 22:00:00,411,181,206,212,264,365,2,186
2019-06-12 23:00:00,192,97,86,72,161,154,4,84
2019-06-13 00:00:00,97,61,40,27,143,90,4,31
2019-06-13 01:00:00,106,47,37,31,122,87,34,29
2019-06-13 02:00:00,71,45,39,35,88,74,47,25
2019-06-13 03:00:00,75,29,49,33,41,158,88,61
2019-06-13 04:00:00,156,59,80,103,58,461,233,150
